VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspend time,Creation date,Change Version,CPUs,Memory,NICs,Disks,min Required EVC Mode Key,Latency Sensitivity,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder,vApp,DAS protection,FT State,FT Latency,FT Bandwidth,FT Sec. Latency,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server type,VI SDK API Version,VI SDK Server,VI SDK UUID,vCenter,OS Effective,Cleaned OS,Exclusion Reason
SYN-VM-00009,poweredOn,False,False,green,SYN-VM-00009,connected,running,green,False,2024-07-17 01:45:54,,2022-06-07 20:13:43,2024-08-10 10:30:09,1,4096,2,2,intel-cascadelake,normal,,True,10.22.247.7,ACME-INFRA-PRO|AP-PRO-EX-P-BUBBLE_TST|EPG-PRO-P-BUBBLE_TST,ACME-MAIN_SERVICES-PRO|AP-PRO-EX-P-DEPRTS|EPG-PRO-P-DEPRTS_8,,,,,,,1,16384,/SYN-DC-01/SYN-CLUSTER-012/Resources,/SYN-DC-01/Zerto,,True,notConfigured,gray,-1,-1,56335,20057,20042,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,15,none,never,,[VMVOL903_1003_M1_L_GRAC_DC1_PRO_002] SYN-VM-00009/SYN-VM-00009.vmx,[VMVOL903_1003_M1_L_GRAC_DC1_PRO_002] SYN-VM-00009/,[VMVOL903_1003_M1_L_GRAC_DC1_PRO_002] SYN-VM-00009/,[VMVOL903_1003_M1_L_GRAC_DC1_PRO_002] SYN-VM-00009/,,SYN-DC-01,SYN-CLUSTER-012,syn-esxi-033.local,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5 (64-bit),vm-253157,0965fa1f-d422-4c1d-b3ab-341b9f2ccc53,VMware vCenter Server 8.0.3 build-24022515,8.0.3.0,xcpm1idas901.es.onpremise.acme.com,3d60420d-5970-4819-9d94-1a600e5dd50a,customera,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5,Excluded OS
SYN-VM-00010,poweredOn,False,False,green,acmeiap40p,connected,running,green,False,2024-06-15 13:24:35,,2022-03-25 01:33:15,2024-08-05 20:45:53,4,12288,2,4,intel-cascadelake,normal,,True,10.18.22.74,ACME-EBANKING-PRO|AP-PRO-M1-P-BSONLINE_MZ|EPG-PRO-M1-P-BSONLINE_MZ-PRD_ELEC_CH_1,ACME-INFRA-PRO|AP-PRO-EX-P-INFRA|EPG-PRO-P-SRV-PROTEO_HRTBE_V2979,,,,,,,1,65536,/SYN-DC-01/SYN-CLUSTER-011/Resources,/SYN-DC-01/Zerto,,True,notConfigured,gray,-1,-1,133382,43913,43651,medium,none,vmMonitoringDisabled,Anti Affinity,CANALES_FINANZAS,False,0,10000,False,False,bios,15,none,never,,[VMVOL903_1039_M1_L_GRAC_DC1_PRO_001] acmeIAP40P/acmeIAP40P.vmx,[VMVOL903_1039_M1_L_GRAC_DC1_PRO_001] acmeIAP40P/,[VMVOL903_1039_M1_L_GRAC_DC1_PRO_001] acmeIAP40P/,[VMVOL903_1039_M1_L_GRAC_DC1_PRO_001] acmeIAP40P/,,SYN-DC-01,SYN-CLUSTER-011,syn-esxi-015.local,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5 (64-bit),vm-173145,80fcaa43-f805-4991-ac62-4d930025eba7,VMware vCenter Server 8.0.3 build-24022515,8.0.3.0,xcpm1idas901.es.onpremise.acme.com,3d60420d-5970-4819-9d94-1a600e5dd50a,customera,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5,Excluded OS
SYN-VM-00011,poweredOn,False,False,green,acmeiap41p,connected,running,green,False,2024-06-15 11:28:37,,2022-03-25 01:33:15,2024-08-05 20:18:38,4,12288,2,4,intel-cascadelake,normal,,True,10.18.22.75,ACME-EBANKING-PRO|AP-PRO-M1-P-BSONLINE_MZ|EPG-PRO-M1-P-BSONLINE_MZ-PRD_ELEC_CH_1,ACME-INFRA-PRO|AP-PRO-EX-P-INFRA|EPG-PRO-P-SRV-PROTEO_HRTBE_V2979,,,,,,,1,65536,/SYN-DC-01/SYN-CLUSTER-011/Resources,/SYN-DC-01/Zerto,,True,notConfigured,gray,-1,-1,133313,40626,40433,medium,none,vmMonitoringDisabled,Anti Affinity,CANALES_FINANZAS,False,0,10000,False,False,bios,15,none,never,,[VMVOL903_1035_M1_L_GRAC_DC1_PRO_001] acmeIAP41P/acmeIAP41P.vmx,[VMVOL903_1035_M1_L_GRAC_DC1_PRO_001] acmeIAP41P/,[VMVOL903_1035_M1_L_GRAC_DC1_PRO_001] acmeIAP41P/,[VMVOL903_1035_M1_L_GRAC_DC1_PRO_001] acmeIAP41P/,,SYN-DC-01,SYN-CLUSTER-011,syn-esxi-018.local,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5 (64-bit),vm-173143,400a3f3b-30de-49bc-a348-73df2a289146,VMware vCenter Server 8.0.3 build-24022515,8.0.3.0,xcpm1idas901.es.onpremise.acme.com,3d60420d-5970-4819-9d94-1a600e5dd50a,customera,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5,Excluded OS
SYN-VM-00012,poweredOn,False,False,green,acmeiap42p,connected,running,green,False,2024-06-15 12:40:26,,2022-03-25 01:33:15,2024-08-05 19:24:35,4,12288,2,4,intel-cascadelake,normal,,True,10.18.22.76,ACME-EBANKING-PRO|AP-PRO-M1-P-BSONLINE_MZ|EPG-PRO-M1-P-BSONLINE_MZ-PRD_ELEC_CH_1,ACME-INFRA-PRO|AP-PRO-EX-P-INFRA|EPG-PRO-P-SRV-PROTEO_HRTBE_V2979,,,,,,,1,65536,/SYN-DC-01/SYN-CLUSTER-011/Resources,/SYN-DC-01/Zerto,,True,notConfigured,gray,-1,-1,133309,41387,41198,medium,none,vmMonitoringDisabled,Anti Affinity,CANALES_FINANZAS,False,0,10000,False,False,bios,15,none,never,,[VMVOL903_1035_M1_L_GRAC_DC1_PRO_001] acmeIAP42P/acmeIAP42P.vmx,[VMVOL903_1035_M1_L_GRAC_DC1_PRO_001] acmeIAP42P/,[VMVOL903_1035_M1_L_GRAC_DC1_PRO_001] acmeIAP42P/,[VMVOL903_1035_M1_L_GRAC_DC1_PRO_001] acmeIAP42P/,,SYN-DC-01,SYN-CLUSTER-011,syn-esxi-016.local,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5 (64-bit),vm-173144,b3b94e7b-f8f4-4276-b0fb-b629ce3309ec,VMware vCenter Server 8.0.3 build-24022515,8.0.3.0,xcpm1idas901.es.onpremise.acme.com,3d60420d-5970-4819-9d94-1a600e5dd50a,customera,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5,Excluded OS
SYN-VM-00013,poweredOn,False,False,green,SYN-VM-00013,connected,running,green,False,2024-07-17 00:41:41,,2022-02-24 22:30:39,2024-08-08 22:00:33,2,6144,3,7,intel-cascadelake,normal,,True,10.18.22.11,ACME-EBANKING-PRO|AP-PRO-M1-P-BSONLINE_MZ|EPG-PRO-M1-P-BSONLINE_MZ-PRD_ELEC_CH_1,ACME-INFRA-PRO|AP-PRO-EX-P-INFRA|EPG-PRO-P-SRV-NAS-EXT4_V2908,ACME-INFRA-PRO|AP-PRO-EX-P-IN_NFS|EPG-PRO-P-NFS_SHARED_SERVER,,,,,,1,16384,/SYN-DC-01/SYN-CLUSTER-011/Resources,/SYN-DC-01/Zerto,,True,notConfigured,gray,-1,-1,114832,72259,72114,medium,none,vmMonitoringDisabled,Anti Affinity,CANALES_ANTIVIRUS,False,0,10000,False,False,bios,15,none,never,,[VMVOL903_1071_M1_L_GRAC_DC1_PRO_001] SYN-VM-00013/SYN-VM-00013.vmx,[VMVOL903_1071_M1_L_GRAC_DC1_PRO_001] SYN-VM-00013/,[VMVOL903_1071_M1_L_GRAC_DC1_PRO_001] SYN-VM-00013/,[VMVOL903_1071_M1_L_GRAC_DC1_PRO_001] SYN-VM-00013/,,SYN-DC-01,SYN-CLUSTER-011,syn-esxi-013.local,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5 (64-bit),vm-147164,3dc2651f-df62-4527-ac36-6125570c5c84,VMware vCenter Server 8.0.3 build-24022515,8.0.3.0,xcpm1idas901.es.onpremise.acme.com,3d60420d-5970-4819-9d94-1a600e5dd50a,customera,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5,Excluded OS
SYN-VM-00014,poweredOn,False,False,green,SYN-VM-00014,connected,running,green,False,2024-07-17 02:18:52,,2022-02-24 23:45:59,2024-08-05 21:32:02,2,6144,3,6,intel-cascadelake,normal,,True,10.18.22.12,ACME-EBANKING-PRO|AP-PRO-M1-P-BSONLINE_MZ|EPG-PRO-M1-P-BSONLINE_MZ-PRD_ELEC_CH_1,ACME-INFRA-PRO|AP-PRO-EX-P-INFRA|EPG-PRO-P-SRV-NAS-EXT4_V2908,ACME-INFRA-PRO|AP-PRO-EX-P-IN_NFS|EPG-PRO-P-NFS_SHARED_SERVER,,,,,,1,16384,/SYN-DC-01/SYN-CLUSTER-011/Resources,/SYN-DC-01/Zerto,,True,notConfigured,gray,-1,-1,97377,59923,59825,medium,none,vmMonitoringDisabled,Anti Affinity,CANALES_ANTIVIRUS,False,0,10000,False,False,bios,15,none,never,,[VMVOL903_1039_M1_L_GRAC_DC1_PRO_001] SYN-VM-00014/SYN-VM-00014.vmx,[VMVOL903_1039_M1_L_GRAC_DC1_PRO_001] SYN-VM-00014/,[VMVOL903_1039_M1_L_GRAC_DC1_PRO_001] SYN-VM-00014/,[VMVOL903_1039_M1_L_GRAC_DC1_PRO_001] SYN-VM-00014/,,SYN-DC-01,SYN-CLUSTER-011,syn-esxi-011.local,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5 (64-bit),vm-147182,1fc5382a-efe7-4b65-be51-847056605234,VMware vCenter Server 8.0.3 build-24022515,8.0.3.0,xcpm1idas901.es.onpremise.acme.com,3d60420d-5970-4819-9d94-1a600e5dd50a,customera,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5,Excluded OS
SYN-VM-00015,poweredOn,False,False,green,SYN-VM-00015,connected,running,green,False,2024-06-13 04:27:29,,2022-04-05 20:46:22,2024-07-27 19:39:01,2,4096,2,2,intel-cascadelake,normal,,True,10.18.32.45,ACME-EBANKING-PRO|AP-PRO-M2-P-BSONLINE_MZ|EPG-PRO-M2-P-BSONLINE_MZ-PRD_ELEC_CH_1,ACME-INFRA-PRO|AP-PRO-EX-P-BUBBLE_TST|EPG-PRO-P-BUBBLE_TST,,,,,,,1,65536,/SYN-DC-01/SYN-CLUSTER-013/Resources,/SYN-DC-01/Zerto,,True,notConfigured,gray,-1,-1,56742,22168,21745,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,15,none,never,,[VMVOL903_1008_M2_L_GRAC_DC2_PRO_001] SYN-VM-00015/SYN-VM-00015.vmx,[VMVOL903_1008_M2_L_GRAC_DC2_PRO_001] SYN-VM-00015/,[VMVOL903_1008_M2_L_GRAC_DC2_PRO_001] SYN-VM-00015/,[VMVOL903_1008_M2_L_GRAC_DC2_PRO_001] SYN-VM-00015/,,SYN-DC-01,SYN-CLUSTER-013,syn-esxi-095.local,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5 (64-bit),vm-185359,cf6091c9-0c24-4511-9e62-4c429c552cdc,VMware vCenter Server 8.0.3 build-24022515,8.0.3.0,xcpm1idas901.es.onpremise.acme.com,3d60420d-5970-4819-9d94-1a600e5dd50a,customera,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5,Excluded OS
SYN-VM-00016,poweredOn,False,False,green,SYN-VM-00016,connected,running,green,False,2024-07-20 03:53:12,,2022-04-07 20:49:36,2024-08-10 10:30:07,2,4096,2,2,intel-cascadelake,normal,,True,10.18.22.14,ACME-EBANKING-PRO|AP-PRO-M1-P-BSONLINE_MZ|EPG-PRO-M1-P-BSONLINE_MZ-PRD_ELEC_CH_1,ACME-INFRA-PRO|AP-PRO-EX-P-BUBBLE_TST|EPG-PRO-P-BUBBLE_TST,,,,,,,1,16384,/SYN-DC-01/SYN-CLUSTER-012/Resources,/SYN-DC-01/Zerto,,True,notConfigured,gray,-1,-1,56328,21065,21056,medium,none,vmMonitoringDisabled,Anti Affinity,CANALES_INTERCAM,False,0,10000,False,False,bios,15,none,never,,[VMVOL903_1003_M1_L_GRAC_DC1_PRO_002] SYN-VM-00016/SYN-VM-00016.vmx,[VMVOL903_1003_M1_L_GRAC_DC1_PRO_002] SYN-VM-00016/,[VMVOL903_1003_M1_L_GRAC_DC1_PRO_002] SYN-VM-00016/,[VMVOL903_1003_M1_L_GRAC_DC1_PRO_002] SYN-VM-00016/,,SYN-DC-01,SYN-CLUSTER-012,syn-esxi-039.local,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5 (64-bit),vm-187149,fd4a2750-bc58-4cf4-b9e9-2996ae59925b,VMware vCenter Server 8.0.3 build-24022515,8.0.3.0,xcpm1idas901.es.onpremise.acme.com,3d60420d-5970-4819-9d94-1a600e5dd50a,customera,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5,Excluded OS
SYN-VM-00017,poweredOn,False,False,green,SYN-VM-00017,connected,running,green,False,2024-06-13 03:38:05,,2022-02-17 23:29:35,2024-07-27 19:23:10,6,32768,1,2,intel-cascadelake,normal,,True,10.18.32.47,ACME-EBANKING-PRO|AP-PRO-M2-P-BSONLINE_MZ|EPG-PRO-M2-P-BSONLINE_MZ-PRD_ELEC_CH_1,,,,,,,,1,65536,/SYN-DC-01/SYN-CLUSTER-013/Resources,/SYN-DC-01/Zerto,,True,notConfigured,gray,-1,-1,133244,50513,50389,medium,none,vmMonitoringDisabled,Anti Affinity,CANALES_INTERCAM,False,0,10000,False,False,bios,15,none,never,,[VMVOL903_1008_M2_L_GRAC_DC2_PRO_001] SYN-VM-00017/SYN-VM-00017.vmx,[VMVOL903_1008_M2_L_GRAC_DC2_PRO_001] SYN-VM-00017/,[VMVOL903_1008_M2_L_GRAC_DC2_PRO_001] SYN-VM-00017/,[VMVOL903_1008_M2_L_GRAC_DC2_PRO_001] SYN-VM-00017/,,SYN-DC-01,SYN-CLUSTER-013,syn-esxi-094.local,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5 (64-bit),vm-143077,a2e91a2e-55b4-4a7d-9e83-007cf693df1c,VMware vCenter Server 8.0.3 build-24022515,8.0.3.0,xcpm1idas901.es.onpremise.acme.com,3d60420d-5970-4819-9d94-1a600e5dd50a,customera,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5,Excluded OS
SYN-VM-00018,poweredOn,False,False,green,SYN-VM-00018,connected,running,green,False,2024-07-20 03:56:05,,2022-03-06 00:01:41,2024-08-05 21:31:52,6,32768,2,2,intel-cascadelake,normal,,True,10.18.22.57,ACME-EBANKING-PRO|AP-PRO-M1-P-BSONLINE_MZ|EPG-PRO-M1-P-BSONLINE_MZ-PRD_ELEC_CH_1,ACME-INFRA-PRO|AP-PRO-EX-P-BUBBLE_TST|EPG-PRO-P-BUBBLE_TST,,,,,,,1,16384,/SYN-DC-01/SYN-CLUSTER-011/Resources,/SYN-DC-01/Zerto,,True,notConfigured,gray,-1,-1,133383,59638,59374,medium,none,vmMonitoringDisabled,Anti Affinity,CANALES_INTERCAM,False,0,10000,False,False,bios,15,none,never,,[VMVOL903_1037_M1_L_GRAC_DC1_PRO_001] SYN-VM-00018/SYN-VM-00018.vmx,[VMVOL903_1037_M1_L_GRAC_DC1_PRO_001] SYN-VM-00018/,[VMVOL903_1037_M1_L_GRAC_DC1_PRO_001] SYN-VM-00018/,[VMVOL903_1037_M1_L_GRAC_DC1_PRO_001] SYN-VM-00018/,,SYN-DC-01,SYN-CLUSTER-011,syn-esxi-011.local,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5 (64-bit),vm-154589,a80fedc1-0e03-46e3-833b-c2baa7cbcf0a,VMware vCenter Server 8.0.3 build-24022515,8.0.3.0,xcpm1idas901.es.onpremise.acme.com,3d60420d-5970-4819-9d94-1a600e5dd50a,customera,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5,Excluded OS
SYN-VM-00019,poweredOn,False,False,green,SYN-VM-00019,connected,running,green,False,2024-06-11 00:35:42,,2022-02-17 23:29:35,2024-07-27 19:58:47,6,32096,1,5,intel-cascadelake,normal,,True,10.18.32.1,ACME-EBANKING-PRO|AP-PRO-M2-P-BSONLINE_MZ|EPG-PRO-M2-P-BSONLINE_MZ-PRD_ELEC_CH_1,,,,,,,,1,4096,/SYN-DC-01/SYN-CLUSTER-013/Resources,/SYN-DC-01/Zerto,,True,notConfigured,gray,-1,-1,96643,37769,37339,medium,none,vmMonitoringDisabled,Anti Affinity,CANALES_INTERCAM,False,0,10000,False,False,bios,15,none,never,,[VMVOL903_1008_M2_L_GRAC_DC2_PRO_001] SYN-VM-00019/SYN-VM-00019.vmx,[VMVOL903_1008_M2_L_GRAC_DC2_PRO_001] SYN-VM-00019/,[VMVOL903_1008_M2_L_GRAC_DC2_PRO_001] SYN-VM-00019/,[VMVOL903_1008_M2_L_GRAC_DC2_PRO_001] SYN-VM-00019/,,SYN-DC-01,SYN-CLUSTER-013,syn-esxi-096.local,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5 (64-bit),vm-143075,83481206-69d3-4f9d-9a8f-3c6b73d528c5,VMware vCenter Server 8.0.3 build-24022515,8.0.3.0,xcpm1idas901.es.onpremise.acme.com,3d60420d-5970-4819-9d94-1a600e5dd50a,customera,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5,Excluded OS
SYN-VM-00020,poweredOn,False,False,green,SYN-VM-00020,connected,running,green,False,2024-07-20 05:43:28,,2022-03-06 00:01:41,2024-08-05 19:23:48,6,32096,1,6,intel-cascadelake,normal,,True,10.18.22.116,ACME-EBANKING-PRO|AP-PRO-M1-P-BSONLINE_MZ|EPG-PRO-M1-P-BSONLINE_MZ-PRD_ELEC_CH_1,,,,,,,,1,4096,/SYN-DC-01/SYN-CLUSTER-011/Resources,/SYN-DC-01/Zerto,,True,notConfigured,gray,-1,-1,149738,58175,53800,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,15,none,never,,[VMVOL903_1039_M1_L_GRAC_DC1_PRO_001] SYN-VM-00020/SYN-VM-00020.vmx,[VMVOL903_1039_M1_L_GRAC_DC1_PRO_001] SYN-VM-00020/,[VMVOL903_1039_M1_L_GRAC_DC1_PRO_001] SYN-VM-00020/,[VMVOL903_1039_M1_L_GRAC_DC1_PRO_001] SYN-VM-00020/,,SYN-DC-01,SYN-CLUSTER-011,syn-esxi-016.local,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5 (64-bit),vm-154588,8f55e2d1-e8f0-44f8-acd0-f2f75d17b3f9,VMware vCenter Server 8.0.3 build-24022515,8.0.3.0,xcpm1idas901.es.onpremise.acme.com,3d60420d-5970-4819-9d94-1a600e5dd50a,customera,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5,Excluded OS
SYN-VM-00021,poweredOn,False,False,green,SYN-VM-00021,connected,running,green,False,2024-06-13 04:27:33,,2022-03-18 00:45:10,2024-07-27 20:13:23,4,12288,1,4,intel-cascadelake,normal,,True,10.18.12.54,ACME-EBANKING-PRO|AP-PRO-EX-P-SRV_EB|EPG-PRO-EX-P-SRV_EB-T1,,,,,,,,1,65536,/SYN-DC-01/SYN-CLUSTER-013/Resources,/SYN-DC-01/Zerto,,True,notConfigured,gray,-1,-1,134958,41191,39353,medium,none,vmMonitoringDisabled,Anti Affinity,CANALES_FINANZAS,False,0,10000,False,False,bios,15,none,never,,[VMVOL903_1028_M2_L_GRAC_DC2_PRO_001] SYN-VM-00021/SYN-VM-00021.vmx,[VMVOL903_1028_M2_L_GRAC_DC2_PRO_001] SYN-VM-00021/,[VMVOL903_1028_M2_L_GRAC_DC2_PRO_001] SYN-VM-00021/,[VMVOL903_1028_M2_L_GRAC_DC2_PRO_001] SYN-VM-00021/,,SYN-DC-01,SYN-CLUSTER-013,syn-esxi-097.local,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5 (64-bit),vm-166253,72cb7ffb-8de3-4b41-b6b9-710a56e17a9b,VMware vCenter Server 8.0.3 build-24022515,8.0.3.0,xcpm1idas901.es.onpremise.acme.com,3d60420d-5970-4819-9d94-1a600e5dd50a,customera,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5,Excluded OS
SYN-VM-00026,poweredOn,False,False,green,SYN-VM-00026,connected,running,green,False,2024-06-08 12:09:50,,2022-03-18 00:45:10,2024-07-27 19:37:50,4,12288,1,4,intel-cascadelake,normal,,True,10.18.12.56,ACME-EBANKING-PRO|AP-PRO-EX-P-SRV_EB|EPG-PRO-EX-P-SRV_EB-T1,,,,,,,,1,65536,/SYN-DC-01/SYN-CLUSTER-013/Resources,/SYN-DC-01/Zerto,,True,notConfigured,gray,-1,-1,134497,36730,35352,medium,none,vmMonitoringDisabled,Anti Affinity,CANALES_FINANZAS,False,0,10000,False,False,bios,15,none,never,,[VMVOL903_1032_M2_L_GRAC_DC2_PRO_001] SYN-VM-00026/SYN-VM-00026.vmx,[VMVOL903_1032_M2_L_GRAC_DC2_PRO_001] SYN-VM-00026/,[VMVOL903_1032_M2_L_GRAC_DC2_PRO_001] SYN-VM-00026/,[VMVOL903_1032_M2_L_GRAC_DC2_PRO_001] SYN-VM-00026/,,SYN-DC-01,SYN-CLUSTER-013,syn-esxi-095.local,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5 (64-bit),vm-166254,b19c45ec-5e97-4635-ba61-05148d284529,VMware vCenter Server 8.0.3 build-24022515,8.0.3.0,xcpm1idas901.es.onpremise.acme.com,3d60420d-5970-4819-9d94-1a600e5dd50a,customera,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5,Excluded OS
SYN-VM-00027,poweredOn,False,False,green,SYN-VM-00027,connected,running,green,False,2024-06-08 13:38:03,,2022-03-18 00:45:10,2024-08-09 01:53:31,4,12288,2,4,intel-cascadelake,normal,,True,10.18.12.63,ACME-EBANKING-PRO|AP-PRO-EX-P-SRV_EB|EPG-PRO-EX-P-SRV_EB-T1,ACME-INFRA-PRO|AP-PRO-EX-P-BUBBLE_TST|EPG-PRO-P-BUBBLE_TST,,,,,,,1,65536,/SYN-DC-01/SYN-CLUSTER-013/Resources,/SYN-DC-01/Zerto,,True,notConfigured,gray,-1,-1,134220,35904,34804,medium,none,vmMonitoringDisabled,Anti Affinity,CANALES_FINANZAS,False,0,10000,False,False,bios,15,none,never,,[VMVOL903_1028_M2_L_GRAC_DC2_PRO_001] SYN-VM-00027/SYN-VM-00027.vmx,[VMVOL903_1028_M2_L_GRAC_DC2_PRO_001] SYN-VM-00027/,[VMVOL903_1028_M2_L_GRAC_DC2_PRO_001] SYN-VM-00027/,[VMVOL903_1028_M2_L_GRAC_DC2_PRO_001] SYN-VM-00027/,,SYN-DC-01,SYN-CLUSTER-013,syn-esxi-098.local,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5 (64-bit),vm-166255,88af933b-e7d7-4667-ae67-d7872f91a979,VMware vCenter Server 8.0.3 build-24022515,8.0.3.0,xcpm1idas901.es.onpremise.acme.com,3d60420d-5970-4819-9d94-1a600e5dd50a,customera,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5,Excluded OS
SYN-VM-00028,poweredOn,False,False,green,SYN-VM-00028,connected,running,green,False,2024-07-20 12:05:54,,2022-03-08 22:54:02,2024-08-05 20:21:38,1,2048,2,3,intel-cascadelake,normal,,True,10.18.22.48,ACME-EBANKING-PRO|AP-PRO-M1-P-BSONLINE_MZ|EPG-PRO-M1-P-BSONLINE_MZ-PRD_ELEC_CH_1,ACME-INFRA-PRO|AP-PRO-EX-P-BUBBLE_TST|EPG-PRO-P-BUBBLE_TST,,,,,,,1,65536,/SYN-DC-01/SYN-CLUSTER-011/Resources,/SYN-DC-01/Zerto,,True,notConfigured,gray,-1,-1,71808,30814,30685,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,15,none,never,,[VMVOL903_1037_M1_L_GRAC_DC1_PRO_001] SYN-VM-00028/SYN-VM-00028.vmx,[VMVOL903_1037_M1_L_GRAC_DC1_PRO_001] SYN-VM-00028/,[VMVOL903_1037_M1_L_GRAC_DC1_PRO_001] SYN-VM-00028/,[VMVOL903_1037_M1_L_GRAC_DC1_PRO_001] SYN-VM-00028/,,SYN-DC-01,SYN-CLUSTER-011,syn-esxi-018.local,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5 (64-bit),vm-157500,c2e255af-bb68-4d7f-8aa7-f9873422054d,VMware vCenter Server 8.0.3 build-24022515,8.0.3.0,xcpm1idas901.es.onpremise.acme.com,3d60420d-5970-4819-9d94-1a600e5dd50a,customera,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5,Excluded OS
SYN-VM-00029,poweredOn,False,False,green,SYN-VM-00029,connected,running,green,False,2024-06-13 21:13:33,,2022-02-15 22:32:28,2024-08-09 01:53:07,2,2048,2,3,intel-cascadelake,normal,,True,10.18.32.78,ACME-EBANKING-PRO|AP-PRO-M2-P-BSONLINE_MZ|EPG-PRO-M2-P-BSONLINE_MZ-PRD_ELEC_CH_1,ACME-EBANKING-PRO|AP-PRO-M2-P-BSONLINE_MZ|EPG-PRO-M2-P-BSONLINE_MZ-PRD_ELEC_CH_1,,,,,,,1,16384,/SYN-DC-01/SYN-CLUSTER-013/Resources,/SYN-DC-01/Zerto,,True,notConfigured,gray,-1,-1,61451,28354,28343,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,15,none,never,,[VMVOL903_1008_M2_L_GRAC_DC2_PRO_001] SYN-VM-00029/SYN-VM-00029.vmx,[VMVOL903_1008_M2_L_GRAC_DC2_PRO_001] SYN-VM-00029/,[VMVOL903_1008_M2_L_GRAC_DC2_PRO_001] SYN-VM-00029/,[VMVOL903_1008_M2_L_GRAC_DC2_PRO_001] SYN-VM-00029/,,SYN-DC-01,SYN-CLUSTER-013,syn-esxi-098.local,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5 (64-bit),vm-141716,5ee693e8-f3df-4f55-8a95-35120eb86431,VMware vCenter Server 8.0.3 build-24022515,8.0.3.0,xcpm1idas901.es.onpremise.acme.com,3d60420d-5970-4819-9d94-1a600e5dd50a,customera,Red Hat Enterprise Linux 5 (64-bit),Red Hat Enterprise Linux 5,Excluded OS
