VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspend time,Creation date,Change Version,CPUs,Memory,NICs,Disks,Total disk capacity MiB,min Required EVC Mode Key,Latency Sensitivity,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder ID,Folder,vApp,DAS protection,FT State,FT Role,FT Latency,FT Bandwidth,FT Sec. Latency,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Reboot PowerOff,EFI Secure boot,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,CitrixProvisioningSchemeId,com.vrlcm.snapshot,Rubrik_LastBackup,XdConfig,openshift-dall-om-001-prd-9zsg5,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,VM ID,SMBIOS UUID,VM UUID,VI SDK Server type,VI SDK API Version,VI SDK Server,VI SDK UUID,vCenter,OS Effective,Cleaned OS,Exclusion Reason
dallpavndashb002,poweredOn,False,False,green,dallpavndashb002,connected,running,green,False,2024-03-21 11:50:39,,2024-03-18 06:30:30,2024-04-16 09:45:34,16,65536,2,2,1618944,intel-cascadelake,normal,,True,10.186.167.252,Prod_10.186.164.0_22-3240,Nexus,,,,,,,1,4096,/Dallas Prod/Generic_Compute Prod/Resources,group-v4021,,,True,notConfigured,,gray,-1,-1,1619064,801310,801190,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,,False,bios,10,none,never,,[dallp-gc-245-A02-n] dallpavndashb002/dallpavndashb002.vmx,[dallp-gc-245-A02-n] dallpavndashb002/,[dallp-gc-245-A02-n] dallpavndashb002/,[dallp-gc-245-A02-n] dallpavndashb002/,This is an ENS server used for monitoring the ACI Fabric. It is a Nexus Dashboard appliance from Cisco. Installed 3/2024 by Pat Killian/Alex Pfeil,,,Last Backup successfully completed at Tue Aug 06 12:05:22 UTC 2024,,,Dallas Prod,Generic_Compute Prod,dallpapesx004.site.local,Other (32-bit),Ubuntu Linux (64-bit),vm-235764,42233eae-221a-e995-8d68-4a965978ff57,50237e7f-419a-a510-2121-25cf7ac8a65e,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,dallpvvcsa01.site.local,571e5908-3b71-4ab0-a566-f0e38582d5a0,dallas1,Ubuntu Linux (64-bit),Ubuntu Linux,Excluded OS
dallpavndashb003,poweredOn,False,False,green,dallpavndashb003,connected,running,green,False,2024-03-21 11:51:17,,2024-03-18 06:32:30,2024-04-16 09:45:45,16,65536,2,2,1618944,intel-cascadelake,normal,,True,10.186.167.253,Prod_10.186.164.0_22-3240,Nexus,,,,,,,1,4096,/Dallas Prod/Generic_Compute Prod/Resources,group-v4021,,,True,notConfigured,,gray,-1,-1,1619063,812118,811999,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,,False,bios,10,none,never,,[dallp-gc-245-A02-n] dallpavndashb003/dallpavndashb003.vmx,[dallp-gc-245-A02-n] dallpavndashb003/,[dallp-gc-245-A02-n] dallpavndashb003/,[dallp-gc-245-A02-n] dallpavndashb003/,This is an ENS server used for monitoring the ACI Fabric. It is a Nexus Dashboard appliance from Cisco. Installed 3/2024 by Pat Killian/Alex Pfeil,,,Last Backup successfully completed at Tue Aug 06 12:40:27 UTC 2024,,,Dallas Prod,Generic_Compute Prod,dallpapesx004.site.local,Other (32-bit),Ubuntu Linux (64-bit),vm-235765,422376bd-e60a-34cd-b53d-219e69b8af1f,5023ea89-d465-2abd-6891-4690380fb84c,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,dallpvvcsa01.site.local,571e5908-3b71-4ab0-a566-f0e38582d5a0,dallas1,Ubuntu Linux (64-bit),Ubuntu Linux,Excluded OS
dallpavnsfwd01,poweredOn,False,False,green,dallpavnsfwd01.site.local,connected,running,green,False,2022-11-04 12:56:28,,2022-11-04 12:39:40,2023-10-10 15:26:46,4,32768,4,1,256000,intel-cascadelake,normal,,True,10.187.63.11,DMZ_10.187.63.0_24-409,DMZ_10.187.63.0_24-409,DMZ_10.187.63.0_24-409,DMZ_10.187.63.0_24-409,,,,,1,4096,/Dallas Prod/Management Cluster/Resources,group-v4021,,,True,notConfigured,,gray,-1,-1,288855,244063,211208,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,,False,bios,10,none,never,,[dallp-mgt-254-A02-n] dallpavnsfwd01/dallpavnsfwd01.vmx,[dallp-mgt-254-A02-n] dallpavnsfwd01/,[dallp-mgt-254-A02-n] dallpavnsfwd01/,[dallp-mgt-254-A02-n] dallpavnsfwd01/,"NIOS automates the error-prone and time-consuming manual tasks associated with deploying and managing DNS, DHCP and IP address management required for continuous IP network availability and business uptime.",,,,,,Dallas Prod,Management Cluster,dallpapesx002.site.local,Other (64-bit),Ubuntu Linux (64-bit),vm-3019,4223d727-a71f-cbf3-34cf-0038a34c860e,50238bba-312b-c0fc-5ecc-7eafd3b8ef33,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,dallpvvcsa01.site.local,571e5908-3b71-4ab0-a566-f0e38582d5a0,dallas1,Ubuntu Linux (64-bit),Ubuntu Linux,Excluded OS
dallpavnsfwd02,poweredOn,False,False,green,dallpavnsfwd01.site.local,connected,running,green,False,2022-11-04 12:56:33,,2022-11-04 12:46:29,2023-10-10 15:28:07,4,32768,4,1,256000,intel-cascadelake,normal,,True,10.187.63.12,DMZ_10.187.63.0_24-409,DMZ_10.187.63.0_24-409,DMZ_10.187.63.0_24-409,DMZ_10.187.63.0_24-409,,,,,1,4096,/Dallas Prod/Management Cluster/Resources,group-v4021,,,True,notConfigured,,gray,-1,-1,288855,245633,212778,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,,False,bios,10,none,never,,[dallp-mgt-254-A02-n] dallpavnsfwd02/dallpavnsfwd02.vmx,[dallp-mgt-254-A02-n] dallpavnsfwd02/,[dallp-mgt-254-A02-n] dallpavnsfwd02/,[dallp-mgt-254-A02-n] dallpavnsfwd02/,"NIOS automates the error-prone and time-consuming manual tasks associated with deploying and managing DNS, DHCP and IP address management required for continuous IP network availability and business uptime.",,,,,,Dallas Prod,Management Cluster,dallpapesx002.site.local,Other (64-bit),Ubuntu Linux (64-bit),vm-3020,422339dc-f2e7-fb36-7039-1199af4c7b22,5023c201-f33d-2e82-9b7c-f869ee0cda46,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,dallpvvcsa01.site.local,571e5908-3b71-4ab0-a566-f0e38582d5a0,dallas1,Ubuntu Linux (64-bit),Ubuntu Linux,Excluded OS
dallpavnshid01,poweredOn,False,False,green,dallpavnshid01.site.local,connected,running,green,False,2023-01-18 15:38:19,,2022-11-04 12:22:23,2023-10-10 15:26:20,8,65536,4,1,256000,intel-cascadelake,normal,,True,10.186.164.15,Prod_10.186.164.0_22-3240,Prod_10.186.164.0_22-3240,Prod_10.186.164.0_22-3240,Prod_10.186.164.0_22-3240,,,,,1,4096,/Dallas Prod/Management Cluster/Resources,group-v4021,,,True,notConfigured,,gray,-1,-1,321627,277356,211729,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,,False,bios,10,none,never,,[dallp-mgt-254-A02-n] dallpavnshid01/dallpavnshid01.vmx,[dallp-mgt-254-A02-n] dallpavnshid01/,[dallp-mgt-254-A02-n] dallpavnshid01/,[dallp-mgt-254-A02-n] dallpavnshid01/,"NIOS automates the error-prone and time-consuming manual tasks associated with deploying and managing DNS, DHCP and IP address management required for continuous IP network availability and business uptime.",,,,,,Dallas Prod,Management Cluster,dallpapesx002.site.local,Other (64-bit),Ubuntu Linux (64-bit),vm-3014,4223c0af-61f4-e0f2-7235-3e42fc2e18a7,50237d29-f82d-a215-7cb5-939e1a6bce57,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,dallpvvcsa01.site.local,571e5908-3b71-4ab0-a566-f0e38582d5a0,dallas1,Ubuntu Linux (64-bit),Ubuntu Linux,Excluded OS
dallpavnsint01,poweredOn,False,False,green,dallpavnsint01.site.local,connected,running,green,False,2024-02-09 14:11:34,,2022-11-04 12:25:45,2023-10-10 15:27:13,8,65536,4,1,256000,intel-cascadelake,normal,,True,10.186.255.11,Prod_10.186.255.0_28-3547,Prod_10.186.255.0_28-3547,Prod_10.186.255.0_28-3547,Prod_10.186.255.0_28-3547,,,,,1,4096,/Dallas Prod/Management Cluster/Resources,group-v4021,,,True,notConfigured,,gray,-1,-1,321627,283294,217667,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,,False,bios,10,none,never,,[dallp-mgt-254-A02-n] dallpavnsint01/dallpavnsint01.vmx,[dallp-mgt-254-A02-n] dallpavnsint01/,[dallp-mgt-254-A02-n] dallpavnsint01/,[dallp-mgt-254-A02-n] dallpavnsint01/,"NIOS automates the error-prone and time-consuming manual tasks associated with deploying and managing DNS, DHCP and IP address management required for continuous IP network availability and business uptime.",,,,,,Dallas Prod,Management Cluster,dallpapesx001.site.local,Other (64-bit),Ubuntu Linux (64-bit),vm-3015,42231206-5d41-f9df-505a-897263abcdbb,50231335-02ff-972c-94a9-d19563e24266,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,dallpvvcsa01.site.local,571e5908-3b71-4ab0-a566-f0e38582d5a0,dallas1,Ubuntu Linux (64-bit),Ubuntu Linux,Excluded OS
dallpavnsint02,poweredOn,False,False,green,dallpavnsint01.site.local,connected,running,green,False,2022-11-04 12:57:23,,2022-11-04 12:28:49,2023-10-10 15:27:19,8,65536,4,1,256000,intel-cascadelake,normal,,True,10.186.255.12,Prod_10.186.255.0_28-3547,Prod_10.186.255.0_28-3547,Prod_10.186.255.0_28-3547,Prod_10.186.255.0_28-3547,,,,,1,4096,/Dallas Prod/Management Cluster/Resources,group-v4021,,,True,notConfigured,,gray,-1,-1,321627,279440,213813,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,,False,bios,10,none,never,,[dallp-mgt-254-A02-n] dallpavnsint02/dallpavnsint02.vmx,[dallp-mgt-254-A02-n] dallpavnsint02/,[dallp-mgt-254-A02-n] dallpavnsint02/,[dallp-mgt-254-A02-n] dallpavnsint02/,"NIOS automates the error-prone and time-consuming manual tasks associated with deploying and managing DNS, DHCP and IP address management required for continuous IP network availability and business uptime.",,,,,,Dallas Prod,Management Cluster,dallpapesx002.site.local,Other (64-bit),Ubuntu Linux (64-bit),vm-3016,42231060-4d17-c733-9988-1115c625115b,5023a6a2-eca6-4804-2241-50b7428d2cd1,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,dallpvvcsa01.site.local,571e5908-3b71-4ab0-a566-f0e38582d5a0,dallas1,Ubuntu Linux (64-bit),Ubuntu Linux,Excluded OS
dallpavpmrisbx01,poweredOn,False,False,green,dallpavpmrisbx01.site.local,connected,running,green,False,2024-04-22 11:02:52,,2024-04-22 11:01:17,2024-04-22 11:20:53,1,4096,1,1,8192,intel-cascadelake,normal,,True,10.186.164.45,Prod_10.186.164.0_22-3240,,,,,,,,1,4096,/Dallas Prod/Generic_Compute Prod/Resources,group-v4021,,,True,notConfigured,,gray,-1,-1,12369,12369,8192,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,,False,bios,10,none,never,,[dallp-gc-246-A02-n] dallpavpmrisbx01/dallpavpmrisbx01.vmx,[dallp-gc-246-A02-n] dallpavpmrisbx01/,[dallp-gc-246-A02-n] dallpavpmrisbx01/,[dallp-gc-246-A02-n] dallpavpmrisbx01/,,,,,,,Dallas Prod,Generic_Compute Prod,dallpapesx005.site.local,Other (32-bit),Ubuntu Linux (64-bit),vm-291568,42231331-f572-e97d-3238-de488b1147af,5023bacc-0aab-470f-a452-d5fe6fbf8f36,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,dallpvvcsa01.site.local,571e5908-3b71-4ab0-a566-f0e38582d5a0,dallas1,Ubuntu Linux (64-bit),Ubuntu Linux,Excluded OS
dallpavqsv001,poweredOn,False,False,green,dallpavqsv001.site.local,connected,running,green,False,2023-07-05 12:20:05,,2023-07-05 12:11:22,2024-08-02 21:18:10,4,8192,2,1,57344,intel-cascadelake,normal,,True,10.186.164.153,Prod_10.186.164.0_22-3240,Prod_10.186.164.0_22-3240,,,,,,,1,8192,/Dallas Prod/Generic_Compute Prod/Resources,group-v4,,,True,notConfigured,,gray,-1,-1,65647,65647,57344,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,,False,bios,9,none,never,,[dallp-gc-251-A02-n] dallpavqsv001/dallpavqsv001.vmx,[dallp-gc-251-A02-n] dallpavqsv001/,[dallp-gc-251-A02-n] dallpavqsv001/,[dallp-gc-251-A02-n] dallpavqsv001/,"Qualys Virtual Scanner Appliance, build:qVSA-2.7.45-6",,,Last Backup successfully completed at Tue Aug 06 18:14:42 UTC 2024,,,Dallas Prod,Generic_Compute Prod,dallpapesx004.site.local,Red Hat Enterprise Linux 6 (32-bit),Other 2.6.x Linux (32-bit),vm-42438,42230a40-49a0-963f-0399-a17198b1706b,5023ed41-f7b3-b67a-80a0-7a87832e7b0e,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,dallpvvcsa01.site.local,571e5908-3b71-4ab0-a566-f0e38582d5a0,dallas1,Other 2.6.x Linux (32-bit),Other 2.6.x Linux,Excluded OS
dallpavqsv002,poweredOn,False,False,green,dallpavqsv002.site.local,connected,running,green,False,2023-07-05 12:20:07,,2023-07-05 12:11:59,2024-07-02 15:39:27,4,8192,2,1,57344,intel-cascadelake,normal,,True,10.187.234.124,PCI_Prod_10.187.234.0_24-152,PCI_Prod_10.187.234.0_24-152,,,,,,,1,8192,/Dallas Prod/Generic_Compute Prod/Resources,group-v4,,,True,notConfigured,,gray,-1,-1,65646,65646,57344,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,,False,bios,9,none,never,,[dallp-gc-248-A02-n] dallpavqsv002/dallpavqsv002.vmx,[dallp-gc-248-A02-n] dallpavqsv002/,[dallp-gc-248-A02-n] dallpavqsv002/,[dallp-gc-248-A02-n] dallpavqsv002/,"Qualys Virtual Scanner Appliance, build:qVSA-2.7.45-6",,,Last Backup successfully completed at Tue Aug 06 18:59:59 UTC 2024,,,Dallas Prod,Generic_Compute Prod,dallpapesx017.site.local,Red Hat Enterprise Linux 6 (32-bit),Other 2.6.x Linux (32-bit),vm-42439,4223a940-d6ea-93ea-dab0-678d07b10581,5023d506-d5ab-872f-dd62-ab236687eb4d,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,dallpvvcsa01.site.local,571e5908-3b71-4ab0-a566-f0e38582d5a0,dallas1,Other 2.6.x Linux (32-bit),Other 2.6.x Linux,Excluded OS
dallpavrpt01,poweredOn,False,False,green,dallpavrpt01.site.local,connected,running,green,False,2024-02-09 08:30:43,,2024-02-09 08:26:39,2024-02-09 08:54:59,8,65536,4,2,1792000,intel-cascadelake,normal,,True,10.186.164.44,Prod_10.186.164.0_22-3240,Prod_10.186.164.0_22-3240,Prod_10.186.164.0_22-3240,Prod_10.186.164.0_22-3240,,,,,1,4096,/Dallas Prod/Generic_Compute Prod/Resources,group-v4021,,,True,notConfigured,,gray,-1,-1,1857654,1710720,1645066,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,,False,bios,10,none,never,,[dallp-gc-250-A02-n] dallpavrpt01/dallpavrpt01.vmx,[dallp-gc-250-A02-n] dallpavrpt01/,[dallp-gc-250-A02-n] dallpavrpt01/,[dallp-gc-250-A02-n] dallpavrpt01/,"NIOS automates the error-prone and time-consuming manual tasks associated with deploying and managing DNS, DHCP and IP address management required for continuous IP network availability and business uptime.",,,Last Backup successfully completed at Tue Aug 06 18:17:02 UTC 2024,,,Dallas Prod,Generic_Compute Prod,dallpapesx005.site.local,Other (64-bit),Ubuntu Linux (64-bit),vm-186657,42234f0f-aec2-a09e-dfe2-30349d7206c2,50231a40-cb4f-3c27-7d53-c3484912c6d3,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,dallpvvcsa01.site.local,571e5908-3b71-4ab0-a566-f0e38582d5a0,dallas1,Ubuntu Linux (64-bit),Ubuntu Linux,Excluded OS
dallpavskyl001,poweredOn,False,False,green,photon-machine,connected,running,green,False,2023-02-14 15:17:24,,2023-02-14 15:13:24,2023-08-28 09:53:07,2,8192,1,3,89088,intel-cascadelake,normal,,True,10.186.167.186,Prod_10.186.164.0_22-3240,,,,,,,,1,8192,/Dallas Prod/Generic_Compute Prod/Resources,group-v4,,,True,notConfigured,,gray,-1,-1,97444,97444,89088,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,,False,bios,10,none,never,,[dallp-gc-248-A02-n] dallpavskyl001/dallpavskyl001.vmx,[dallp-gc-248-A02-n] dallpavskyl001/,[dallp-gc-248-A02-n] dallpavskyl001/,[dallp-gc-248-A02-n] dallpavskyl001/,VMware Skyline VA,,,Last Backup successfully completed at Tue Aug 06 19:24:39 UTC 2024,,,Dallas Prod,Generic_Compute Prod,dallpapesx015.site.local,Red Hat Enterprise Linux 6 (64-bit),VMware Photon OS (64-bit),vm-15171,42238f3a-73af-0562-0fa3-dc9bc25d77bf,5023fa8c-1c82-e8c7-9af4-956c2974d6e3,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,dallpvvcsa01.site.local,571e5908-3b71-4ab0-a566-f0e38582d5a0,dallas1,VMware Photon OS (64-bit),VMware Photon OS,Excluded OS
dallpavsvrft01,poweredOn,False,False,green,dallpavsvrft01,connected,running,green,False,2023-10-24 13:34:15,,2023-10-21 21:34:13,2024-04-02 17:48:01,4,16384,1,1,131072,intel-cascadelake,normal,,True,10.186.165.123,Prod_10.186.164.0_22-3240,,,,,,,,1,8192,/Dallas Prod/Generic_Compute Prod/Resources,group-v90795,,,True,notConfigured,,gray,-1,-1,295033,182598,149709,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,,False,bios,9,none,never,,[dallp-gc-251-A02-n] dallpavsvrft01/dallpavsvrft01.vmx,[dallp-gc-251-A02-n] dallpavsvrft01/,[dallp-gc-251-A02-n] dallpavsvrft01/,[dallp-gc-251-A02-n] dallpavsvrft01/,,,,Last Backup successfully completed at Tue Aug 06 18:56:15 UTC 2024,,,Dallas Prod,Generic_Compute Prod,dallpapesx006.site.local,Red Hat Enterprise Linux 7 (64-bit),CentOS 7 (64-bit),vm-90762,42236f1c-b3a6-ae37-7ca4-41e956ed8b29,50236def-f5eb-1704-98fb-c3b01116ebe9,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,dallpvvcsa01.site.local,571e5908-3b71-4ab0-a566-f0e38582d5a0,dallas1,CentOS 7 (64-bit),CentOS 7,Excluded OS
dallpavsvrft02,poweredOn,False,False,green,dallpavsvrft02,connected,running,green,False,2023-10-24 13:34:19,,2023-10-21 21:35:26,2024-04-02 17:51:35,4,16384,1,1,131072,intel-cascadelake,normal,,True,10.186.167.60,Prod_10.186.164.0_22-3240,,,,,,,,1,8192,/Dallas Prod/Generic_Compute Prod/Resources,group-v90795,,,True,notConfigured,,gray,-1,-1,295034,181279,148389,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,,False,bios,9,none,never,,[dallp-gc-249-A02-n] dallpavsvrft02/dallpavsvrft02.vmx,[dallp-gc-249-A02-n] dallpavsvrft02/,[dallp-gc-249-A02-n] dallpavsvrft02/,[dallp-gc-249-A02-n] dallpavsvrft02/,,,,Last Backup successfully completed at Tue Aug 06 19:33:35 UTC 2024,,,Dallas Prod,Generic_Compute Prod,dallpapesx016.site.local,Red Hat Enterprise Linux 7 (64-bit),CentOS 7 (64-bit),vm-90764,4223c172-7050-63d2-05af-67bd92f343e3,50235a9b-c271-dd3a-b662-14dc838c1c91,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,dallpvvcsa01.site.local,571e5908-3b71-4ab0-a566-f0e38582d5a0,dallas1,CentOS 7 (64-bit),CentOS 7,Excluded OS
dallpavsvrft03,poweredOn,False,False,green,silverfort,connected,running,green,False,2023-10-30 10:00:35,,2023-10-30 09:55:41,2024-08-02 12:16:11,4,16384,1,1,131072,intel-cascadelake,normal,,True,198.19.99.1,DMZ_10.187.63.0_24-409,,,,,,,,1,8192,/Dallas Prod/Generic_Compute Prod/Resources,group-v90795,,,True,notConfigured,,gray,-1,-1,295033,164147,131258,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,,False,bios,9,none,never,,[dallp-gc-248-A02-n] Silverfortmessenger/Silverfortmessenger.vmx,[dallp-gc-248-A02-n] Silverfortmessenger/,[dallp-gc-248-A02-n] Silverfortmessenger/,[dallp-gc-248-A02-n] Silverfortmessenger/,,,,Last Backup successfully completed at Tue Aug 06 19:21:47 UTC 2024,,,Dallas Prod,Generic_Compute Prod,dallpapesx018.site.local,Red Hat Enterprise Linux 7 (64-bit),CentOS 7 (64-bit),vm-96766,42231f13-22cc-a382-9ee6-b269d83700c8,50236e11-7df6-b07b-a977-ca0cf3b09864,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,dallpvvcsa01.site.local,571e5908-3b71-4ab0-a566-f0e38582d5a0,dallas1,CentOS 7 (64-bit),CentOS 7,Excluded OS
dallpavsvrft04,poweredOn,False,False,green,silverfort,connected,running,green,False,2023-10-30 12:27:46,,2023-10-30 12:24:47,2024-06-09 08:07:07,4,16384,1,1,131072,intel-cascadelake,normal,,True,198.19.99.1,DMZ_10.187.63.0_24-409,,,,,,,,1,8192,/Dallas Prod/Generic_Compute Prod/Resources,group-v90795,,,True,notConfigured,,gray,-1,-1,295031,164145,131258,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,,False,bios,9,none,never,,[dallp-gc-250-A02-n] Silverfor/Silverfor.vmx,[dallp-gc-250-A02-n] Silverfor/,[dallp-gc-250-A02-n] Silverfor/,[dallp-gc-250-A02-n] Silverfor/,,,,Last Backup successfully completed at Tue Aug 06 18:22:38 UTC 2024,,,Dallas Prod,Generic_Compute Prod,dallpapesx017.site.local,Red Hat Enterprise Linux 7 (64-bit),CentOS 7 (64-bit),vm-96879,4223e248-334c-009e-ef6c-38cdb253e1da,50232f4a-660d-08c0-aac4-458155bc0ef1,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,dallpvvcsa01.site.local,571e5908-3b71-4ab0-a566-f0e38582d5a0,dallas1,CentOS 7 (64-bit),CentOS 7,Excluded OS
dallpavvidm001,poweredOn,False,False,green,dallpavvidm001.site.local,connected,running,green,False,2024-04-30 16:18:37,,2024-04-30 16:17:11,2024-06-11 08:41:24,6,10240,1,3,102400,intel-icelake,normal,,True,10.186.164.174,Prod_10.186.164.0_22-3240,,,,,,,,1,4096,/Dallas Prod/Generic_Compute Prod/Resources,group-v1001,,,True,notConfigured,,gray,-1,-1,112747,112747,102400,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,,False,bios,14,none,never,,[dallp-gc-243-A02-n] dallpavvidm001/dallpavvidm001.vmx,[dallp-gc-243-A02-n] dallpavvidm001/,[dallp-gc-243-A02-n] dallpavvidm001/,[dallp-gc-243-A02-n] dallpavvidm001/,,,,Last Backup successfully completed at Tue Aug 06 13:58:29 UTC 2024,,,Dallas Prod,Generic_Compute Prod,dallpapesx017.site.local,Other 3.x Linux (64-bit),VMware Photon OS (64-bit),vm-304980,42238c66-0c07-635b-665d-6cb5a468327f,502393f6-7905-f6fe-0a19-d4665fe384d5,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,dallpvvcsa01.site.local,571e5908-3b71-4ab0-a566-f0e38582d5a0,dallas1,VMware Photon OS (64-bit),VMware Photon OS,Excluded OS
dallpavvrops001,poweredOn,False,False,green,dallpavvrops001.site.local,connected,running,green,False,2024-04-30 15:12:26,,2024-04-29 08:42:39,2024-04-29 09:09:57,8,32768,1,3,280576,intel-cascadelake,normal,,True,10.186.164.170,Prod_10.186.164.0_22-3240,,,,,,,,1,4096,/Dallas Prod/Generic_Compute Prod/Resources,group-v1001,,,True,notConfigured,,gray,-1,-1,313454,313454,280576,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,,False,bios,11,none,never,,[dallp-gc-244-A02-n] dallpavvrops001/dallpavvrops001.vmx,[dallp-gc-244-A02-n] dallpavvrops001/,[dallp-gc-244-A02-n] dallpavvrops001/,[dallp-gc-244-A02-n] dallpavvrops001/,VMware Aria Operations  Version 8.16.1 running on Photon OS 4.0,,,Last Backup successfully completed at Tue Aug 06 14:27:57 UTC 2024,,,Dallas Prod,Generic_Compute Prod,dallpapesx006.site.local,Other 3.x or later Linux (64-bit),VMware Photon OS (64-bit),vm-302752,4223f502-1273-2f79-8d4b-cd98fc536ef7,50238604-23dd-8bc7-28ae-9611603ec302,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,dallpvvcsa01.site.local,571e5908-3b71-4ab0-a566-f0e38582d5a0,dallas1,VMware Photon OS (64-bit),VMware Photon OS,Excluded OS
dallploctwkrd01,poweredOn,False,False,green,dallploctwkrd01,connected,running,green,False,2023-08-09 09:58:54,,2023-03-09 14:27:23,2023-08-28 15:38:48,2,4096,1,1,40960,,normal,,True,10.186.164.231,Prod_10.186.164.0_22-3240,,,,,,,,1,4096,/Dallas Prod/Management Cluster/Resources,group-v4,,,True,notConfigured,,gray,-1,-1,45137,45137,40960,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,,False,bios,19,none,never,,[dallp-mgt-253-A02-n] dallploctwkrd01/dallploctwkrd01.vmx,[dallp-mgt-253-A02-n] dallploctwkrd01/,[dallp-mgt-253-A02-n] dallploctwkrd01/,[dallp-mgt-253-A02-n] dallploctwkrd01/,,,,Last Backup successfully completed at Tue Aug 06 18:16:57 UTC 2024,,,Dallas Prod,Management Cluster,dallpapesx001.site.local,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-18521,422341f7-54ec-3b12-f008-5bc95eec9b0a,5023395b-2184-184a-3ad8-67a449c28c66,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,dallpvvcsa01.site.local,571e5908-3b71-4ab0-a566-f0e38582d5a0,dallas1,Ubuntu Linux (64-bit),Ubuntu Linux,Excluded OS
dallplpgacoctwkr01,poweredOn,False,False,green,dallplpgacoctwkr01,connected,running,green,False,2023-03-29 11:18:16,,2023-03-29 11:17:12,2023-08-28 15:38:48,2,4096,1,1,40960,,normal,,True,10.186.164.223,Prod_10.186.164.0_22-3240,,,,,,,,1,4096,/Dallas Prod/Management Cluster/Resources,group-v4,,,True,notConfigured,,gray,-1,-1,45137,45137,40960,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,,False,bios,19,none,never,,[dallp-mgt-254-A02-n] dallplpgacoctwkr01/dallplpgacoctwkr01.vmx,[dallp-mgt-254-A02-n] dallplpgacoctwkr01/,[dallp-mgt-254-A02-n] dallplpgacoctwkr01/,[dallp-mgt-254-A02-n] dallplpgacoctwkr01/,,,,Last Backup successfully completed at Tue Aug 06 18:23:43 UTC 2024,,,Dallas Prod,Management Cluster,dallpapesx003.site.local,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-21983,4223956b-6254-f718-a816-0e44e7699481,502376d2-2f99-0b23-e1cb-3669ae2a4baa,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,dallpvvcsa01.site.local,571e5908-3b71-4ab0-a566-f0e38582d5a0,dallas1,Ubuntu Linux (64-bit),Ubuntu Linux,Excluded OS
